source_language,target_language,source_text,target_text
Dholuo,Swahili,Giketho kendo wang'o nyiseche go. ,Wameivunja na kuichoma miungu yao. 
Dholuo,Swahili,"Kata kamano ng'ama dwaro nyaka bolre, mko kuom notimo sinani kendo timo tije matindo mondo. ","Hata hivyo mtaka mema sharti adhurike,  baadhi yao walijikakamua na kufanya kazi za kijungujiko kwani waliamini kuwa mgagaa na upwa hali wali mkavu.  "
Dholuo,Swahili,"Thoth jotelo koda jopuonj e skunde, kinde mang'eny giketho chik ka gitiyo gi kum mager, ma en tim maok owinjore gi chik, mak mana ni oketho ting'gi e piny mangima.","Viongozi na walimu katika shule nyingi, mara kwa mara, huishia kutoa adhabu kali sana , muzoea ambavyo bacho ni halali ila ni pukiukaji wa wajibu wao kimataifa."
Dholuo,Swahili,To ok an kenda ema awuoyo kamano.,Na  si mimi tu hata hao wanafanya hivyo.
Dholuo,Swahili,"gi ma nyiso ni en ng'a,bedo ja adiera,wang' mar jandiko gi sayans to gi mor","Utambuzi/usoni, uaminifu, jicho la sanaa na sayansi na ustaarabu."
Dholuo,Swahili,"Dhi reg Mogo epong, Mogo orumo tee","Nanda ukasiage unga kwa mashine, unga imeish yote."
Dholuo,Swahili,Ok abi ka ok ochula,Sikuji kama si lipwi 
Dholuo,Swahili,Mikai kenyata owacho ni kata mana mago mosetim echopo kare  mano en kauwore kod makruok mosebedo ekind sirikal kod migepe maok mag sirikal ,Bi. Kenyatta amesema kuwa miradi yote yameweza kufanywa kutokana na ushirikiano ambao umekuwa kati ya serikali na mashirika yasiyo ya serikali.
Dholuo,Swahili,Nowacho ni gimaduong ' en ni mondo sirkandno oti maber.,"Mkakati ulikuwa kutimiza mfumo wa utawala wa bunge, akasema."
Dholuo,Swahili,Waduto onego warit ler mar alworawa mondo wageng' tuoche.,Sote tunapaswa kuzingatia usafi wa mazingira yetu ili kuepukana na magonjwa.mbali mbali.
Dholuo,Swahili,Odhi kode kiny,Wanaenda naye kesho
Dholuo,Swahili,Kumachielo oyuak ni thoth jopiny onge gi ler mathoth ewi tuo ma ayaki kendo mano ema omiyo owuok oko yango chane ne jopiny ka opuonjogi.,Austine vilevile anahuzunika kuwa wengi wa wananchi hawana habari zaidi kuhusu ugonjwa wa ukimwi na ndiyo maanake amejitokeza kusema hali yake kwa wananchi kama njia ya mafunzo.
Dholuo,Swahili,Ok asungra ,Si ringi
Dholuo,Swahili,Nyamin osedhi epuodho,Dada ameenda shambani?
Dholuo,Swahili,Mano kaka Corona ok ng'won kata matin!,Kumbe virusi vya Corona havina huruma!
Dholuo,Swahili,"Piny nopamo duto, ni kenya wangni oyudo uhuru",Wananchi wote walishangilia kuwa Kenya imepata uhuru
Dholuo,Swahili,Mano bende ne en sigana mar Kijasiri. ,Hii pia ilikuwa hulka nyingine ya Kijasiri. 
Dholuo,Swahili,kajwang migosi kajwang kumachielo osiro paro mar neno ni yiero ok pog oganda ekind jogo moyombo kod mag ma orem kaka opedh ei bbi.,"Kwingineko, mheshimiwa kajwang ameunga mkono wazo la kuwa uchaguzi hautawagawa wananchi kati ya walioshindwa na walioshindwa kama ilivyoelezwa kwenye bbi."
Dholuo,Swahili,Riuruok eteko.,Umoja ni nguvu.
Dholuo,Swahili,Mesa ok en kar nindo,Meza siyo mahali pa kulala.
Dholuo,Swahili,Adwa ng’iewo dhiang’ mar pur ndalo mabiro,Nita nunua ng'ombe ya kulima siku zijazo.
Dholuo,Swahili,Piny mwadakieni en kama ber ahinya e ngimawa mapile.,Mazingira ni muhimu sana katika maisha yetu ya kila siku.
Dholuo,Swahili,"Dibed ni mano ema omiyo wuon gi nong'ado wach mar luwo jomachalo Kifuja e piny ka, gino mane okelo  otho mar wuon gi chon. ","Kumbe hii ndiyo sababu babke aliamua kuishi kwa kukaidi kina Kifuja wa hii dunia yao,  hali iliyopelekea kifo cha babake cha mapema. "
Dholuo,Swahili,"Kuom ranyisi, gach reru manyien mar stima osemiyo ji mang'eny oyudo tich.",Mfano gari moshi  mpya ya kutumia umeme imeweza kufanya watu wengi kupata ajira.
Dholuo,Swahili,"Kineno otoyo ochamo budho motieko, lor dhoodi. ","Ama kweli,  fisi akimla muwele mzima funga mlango. "
Dholuo,Swahili,Chon gi lala ne nitie nyako ma silili mane iluongo ni Raha. ,Hapo zamani aliishi mwanamwali aliyekuwa akiitwa Raha. 
Dholuo,Swahili,Mary ogero ot maduong,Mary amejenga nyumba kubwa 
Dholuo,Swahili,Majowuok egwenge makono ma oloso ekinde romono jomedo mana dokne jalup ker kuom chiwruok mare ekonyo jogoo mayuto margi ni chien pachoka,Wananchi wa eneo hilo walitoa maoni yao katika mkutano huo kwa kumuunga naibu wa rais kwa kujitolea kuwasaidia wananchi wenye mapato ya chini.  
Dholuo,Swahili,"Onego iwach gimomiyo indiko ripot achielno, koda jogo ma ihinyo wuoyogo.",Ni lazima ubaini lengo lako la kuandika ripoti yako moja na hadhara uliyolenga.
Dholuo,Swahili, Mane en jatend piny Somalia Odhiambo otho eod thieth moro eboma ma Nairobi.,Aliyekuwa rais wa Somalia Ali Mahdi amefariki katika kituo kimoja cha afya kijijini Nairobi
Dholuo,Swahili,"Kar timo kamano, ji ohero mana ogandagi giwegi maok gidew oganda mamoko.","Badala ya kufanya hivyo, mtu hushughulikia kabila lake bila kujali makabila mengine."
Dholuo,Swahili,"Wajowinjo ka wan gi ting' mapek ahinya mar timo tich moro maber, to mano monowa rito joodwa e yo maber.",Tunalemewa kufanya kazi inayofaa na pale tunashindwa kuzisaidia familia zetu inavyofaa.
Dholuo,Swahili,"Ka oket tong' e ndara, ji duto biro ng'ado ndara kendo derepe biro neno kendo winjo ka ji ng'ado ndara kendo biro chuno derepe mondo odog chien sama gichiegni chopo e ndara, kata chuno derepe mondo ochung' sama ji ng'ado ndara.",Vivukio vitakapoongezwa watu wote watavukia pahala pamoja na madereva wote wataona na kutii hizi za vivukio ya watu na kuwabidi kupunguza mwendo wanapokaribia mahala hapo au hata kusimama ili kupisha watu wavuke mwanzo.
Dholuo,Swahili,Mama cha goyo uwii ,Yule mama anapiga mayowe 
Dholuo,Swahili,Asemodho pii to pod riyo oinga,Nishakunywa maji lakini bado nina kiu
Dholuo,Swahili,Gamna ludhno ka.,Ni letee fimbo
Dholuo,Swahili,Wiya pek kawuono,Naskia kichwa changu kizito leo
Dholuo,Swahili,"En adier ni Kenya nigi chike mag ndara mabeyo ahinya, kata kamano, mibadhi to miyo chike go giumo.","Kwa yakini si kwa yamkini, Kenya ina sheria za kupigiwa mfano za barabarani lakini rushwa hufunika sheria."
Dholuo,Swahili,Ne aparo ngero moro ma wacho ni ng'ama chiemo kodi ok tho kodi mak mana ng'ama onyuoli go. ,"Aidha, nilikumbuka msemo kuwa mla nawe hafi nawe ila mzaliwa nawe."
Dholuo,Swahili,An asegedo,Mimi nishajenga 
Dholuo,Swahili,"kapok mano otimore,nene ogoyonegi sim ma onyisogi ni nene omake gi jok ma okia","Kabla ya hapo, alikuwa amewapigia simu na kuwaambia ametekwa nyara na watu asiowajua."
Dholuo,Swahili, golo lendo manyien mag nengo mag modhi ma chop sani koro omedo mana yudo kweth kowuok kuom jotelo pachoka        ,Matangazo mapya kuhusu bei za mafuta inzidi kupata pingamizi kote nchini
Dholuo,Swahili,Jong'ad-bura e jotelo michulo maberie moloyo e pinyno.,Watumishi wa umma wanaolipwa zaidi nchini ni waamuzi.
Dholuo,Swahili,Itedo kuon maduong’ manade.,umepika ugali kubwa aje?
Dholuo,Swahili,E otieno ma noluwo.,Usiku wa kuamkia.
Dholuo,Swahili,"Tieko twak:  Ka isepenjo penjo mane in godo, penj ng'at ma utwak godo ka onyalo bedo koda penjo. ","Kuhitimisha mahojianoBaada ya kuuliza maswali uliyodhamiria,  muulize mhojiwa iwapo ana maswali ambayo angependa kuuliza. "
Dholuo,Swahili,Baraza noling' thii. ,Baraza lilinyamaza ji!
Dholuo,Swahili,"Koloso gi dala fm, migosi arodi onyiso jopur obed kaluwo lendo mag migawo makoro chal mar lwasi kaka yor bero weche gi mag pur.","Mheshimiwa Arodi akiongea na wanahabari wa Dala  Fm, amewaambia wakulima kuwa wawe wakifuata ratiba ya wizara ya ukulima ya mashinani ili kuboresha shughuli za ukulima."
Dholuo,Swahili,Kata mana wito yugi kama ok owinjore bende ketho alwora. Yugi kelo tik marach kendo hinyo alwora koda ngima ji.,Hata pia kutupa takataka pahali pasipofaa huthuru mazingira.Takataka hizi huleta harufu mbaya na huthuru mazingira na afya ya wanainchi.
Dholuo,Swahili,"Miyo asoya en yo achiel mar mibadhi, kendo kinde mang'eny ok en gima ng'ato dwaro kuom ng'at machielo.",Hongo ni mojawapo ya ufisadi na mara nyingi ufisadi hauna mkataba rasmi kati ya wahusika.
Dholuo,Swahili,Nogero kuonde luok mabeyo. ,Aidha alikuwa na majosho kochokocho. 
Dholuo,Swahili,Ochiko kamitee mar somo ma otelie kod jachung eloo mine ecounty ma busia folerence mutua odhi otaa chenrono kendo giduok riport margio ne  od bura kaok odeko ne tarik 15 dwe manyien mar 4,Ameielekeza kama ya elimu inayoongozwa na mwakilishi wa wanawake bungeni wa kaunti ya Busia  Bi. Florence Mutua kuongoza hafla hiyo bungeni na kutoa ripoti rasmi kabla ya tarehe kumi tano mwezi wa Aprili mwaka huu. 
Dholuo,Swahili,"Kuom mano,  dwarore ni oket arita ma owinjore mondo ofweny Jomibadhi.",Hivyo basi ulinzi uamarishwe ili wafisadi wajulikane.  
Dholuo,Swahili,Gimaduong'  en ni mondo okonywa paro gigo monego watim kata wanyuakreye,Nia hasa huwa ni kutusaidia kukumbuka yale tunayostahili kuyafanya au kuyashiriki.
Dholuo,Swahili,koloso enyim kamiti mar chike kod ratiro eod bura mar senate kawuono tuju owacho ni kal mar lokruok mag chike ogogo biro konyo mokalo  etieko moko kuom chandruoge turi ma kenya osebedo  godo kuom higni mathoth,Akizungumza mbele ya kamati ya sheria na haki kwenye seneti leo mchana Tuju alisema kuwa kupitishwa kwa mageuzi na sheria itasaidia sana katika kutatua changamoto ambazo Kenya imekuwa nayo kwa muda mrefu
Dholuo,Swahili," Kane gik moko otamo wang'e, ne oyie loch kendo owuok nyaka e boma. ","Maji yalipozidi unga,  alikubali kushindwa,  akashika njia hadi mjini. "
Dholuo,Swahili,"Bang' seche manok, gweno biro e chiemo mi tedo kae to ocham chiemono.",Baada ya masaa machache nzi hiyo hiyo ndiyo itakayo kuja kwenye vyakula vyako na kupandilia kisha ule chakula hilo hilo.
Dholuo,Swahili,En ng'awa manyalo hero jal mapiago wembe kod remo?,Nani mpenzi wa mlaza damu mchuma vya bwerere?
Dholuo,Swahili,"Tuo ni nokelo nok mar chiemo, yath, moo koda mamoko.","Hili janga lilisababisha ukosefu wa vyakula,  dawa,  mafuta na kadhalika."
Dholuo,Swahili,"Gima duong' e tukego en lony ma ng'ato nigo, to ok yudo pesa.",Lengo la mradi ni kukuza uwezo wa mchezaji badala ya kupata pesa.
Dholuo,Swahili,"Ka onge alwora maler, gik mangima duto nyalo lal.",Bila mazingira masafi viumbe vyote venye uhai vingeangamia.
Dholuo,Swahili,An gi welo mangeny,Nina wageni wengi 
Dholuo,Swahili,Kijasiri be ne pod nie od twech. ,Kijasiri alikuwa bado angali ndani ya jela akitumikia kifungo. 
Dholuo,Swahili,Nurses mag county ma lamu ma osebedo kanganyo netich kuom moingo ndalo 90 gikone odok etich.,Wahudumu wa afya wa kaunti ya Lamu ambao wamekuwa kwenye mgomo kwa zaidi ya siku tisini hatimaye wamerudi kazini. 
Dholuo,Swahili,Director mar weche thieth epachoka laktar patrick amoth owacho ni jogo mane omi chanjono ne oketo kokgi eoboke manyiso ni giyie mondo ne omigi chanjono.,Mkurugenzi katika wizara ya matibabu humu nchini DKT.  Patrick Amoth amesema kuwa waliopewa chanjo walitia sahihi yao  kwenye karatasi ya kuonyesha ukubalifu wao katika kupokea chanjo. 
Dholuo,Swahili,Atemo atema to otek,Najaribu tu lakini ni ngumu
Dholuo,Swahili,"Gimachielo ma bende kelo hinyruok en sama iketho yugi e mach, nimar iro mawuok e burno ng'we marach, kendo sama ji ng'we, mano ketho dendgi.","Madhara ingine ya uchafuzi ni unapochoma taka sababu moshi inayotoka kwenye shimo una harufu mbaya, watu wanaponusa harufu hiyo inaharibu Mwili."
Dholuo,Swahili,Siemna kuna a chiki.,Naomba nionyeshe njia
Dholuo,Swahili,Adwa dhi limo waya.,Ninataka kuenda kutembelea shangazi
Dholuo,Swahili,Gige gedo mong'eyore gin mana gik ma sirkal ogero mondo okony ji dak e ngima mayot.,KUH: UMUHIMU WA MIUNDO MSINGI NCHINI KENYA Miundo msingi ni majengo rasmi yanayoendeleza urahisishaji wa maisha ya mwanadamu.
Dholuo,Swahili,"Bang' dweche auchiel, skul nochako tiyo kendo.",Shule zilifunguliwa baada ya miezi sita.
Dholuo,Swahili,Ok ohero tich kata matin,Hapendi kazi hata kidogo
Dholuo,Swahili,kinda mar jo tugo mag Rhino nomiyo giloso apar gi achiel e dakika mar piero auchiel gi auchiel kokalo kuom Rodgers Ashitiva,Bidii ya wachezaji wa Rhino iliwawezesha kusawazisha 11 dakika ya 66 kupitia kwa Rodgers Ashitiva.
Dholuo,Swahili,Kara midhusi mag korona onge gi oruma. ,Kumbe virusi vya Corona havina huruma!
Dholuo,Swahili,Jaduong' Miriti noparo. ,Bwana Miriti atatafakaria. 
Dholuo,Swahili,Adhi biro e kor kawuono,Ntakuja kabla leo kuisha
Dholuo,Swahili,"Wach ni osekelo medruok e weche mag mahundu kaka kwelo, nikech ojende ong'e yoo mar yuto. ",Hali hii imepelekea ongezeko la visa vya uhalifu kama vile wizi wa kimabavu kwa sababu vijana hawana njia mbadala za kupata hela. 
Dholuo,Swahili,Pi soko,Maji ya vhemichemi
Dholuo,Swahili," kaka ne asewacho, ripode nyalo wuoyo e wi gik mopogore ",Kama nilivyosema ripoti zinaweza kuhusu jambololote lile.
Dholuo,Swahili,Jawuoro ja lisa ,Mchoyo ni mchoyo tu habadiliki
Dholuo,Swahili,Magi gin kachiel kod:  ,Hizi ni pamoja na: 
Dholuo,Swahili,Ok imed oganda?,Si uongeze maharage?
Dholuo,Swahili,Wamiyo wangwa mondo walem,Tufunge macho tuombe
Dholuo,Swahili,Jogo no goya nyowuoyo.,Hao watu walinipiga kweli kweli.
Dholuo,Swahili,"Apuoyo ne chiwewo chon, kendo biro lombe go mor kich bang'e keto chik ka obet e buo yien. ",Sungura anarauka mapema anakuja anamtamanisha asali na kumfungia mtini kama sharti. 
Dholuo,Swahili,Wuoth nochakore e seche mag saa apar kod achiel odhiambio kowuok Meru kochomo Marima. ,Safari ikaanza rasmi mwendo wa saa kumi na moja jioni kutoka mpini Meru kuelekea Marima. 
Dholuo,Swahili,"Weche mondik e yo mochanre maber e bwo chal mar gik matimore,  konyo jasomo luwo siganano e yo maber,  maok ochuno ni obed gi weche mang'eny. ",Mpangilio mzuri wa mfuatano wa matukio kiwakati humsaidia msomaji kufuatilia hadithi vizuri MsukoKuna misuko sahili na changamano.   
Dholuo,Swahili,Yorni konyo ekelo picha makende ewii gino miwuoyee. ,Mbinu hii husaidia kujenga taswira mahususi tarafu ya tukio linaloelezwa. 
Dholuo,Swahili,Ketna osikani buta ka.,Niweke hii mzigo yangu hapa karibu na mimi.
Dholuo,Swahili,almaida abich ewi piero adek gi ariyo,"(alMaida, 5/32)."
Dholuo,Swahili,"Mokwongo, dwarore ni warit bungewa.",Kwanza tunafaa kutunza misitu yetu.
Dholuo,Swahili,Kendo lokruokgo osemiyo en bende olokore.,Na sasa mabadiliko haya wamembadilisha.
Dholuo,Swahili,"Weche makende migolo  koda padri, Ja kom, Jadolo maduong'.  ",Hotuba mbalimbaliKasisi wa KanisaMwenyekiti wa JumuiyaAskofu wa JimboAskofu wa Mkgo. 
Dholuo,Swahili,Weri gi wach nyombo sani ,Achana na mambo ya kuoa saa hii 
Dholuo,Swahili,"Chieng' moro achiel, jonyuol go nochopo e sitesen mar obila kendo yudo ka ochwal gi e doho","Siku moja,  wazazi wale walijifikisha kwenye kituo cha polisi na kuwakuta wamefikishwa mahakamani. "
Dholuo,Swahili,Kono ne iloko gi e apiko,Huko watu walikuwa wanabadilishwa kwa pikipiki
Dholuo,Swahili,Wan joma richo ,Sisi ni wanadhambi
Dholuo,Swahili,Adhii wouth dwe achiel ,Naenda safari mwezi mmoja 
Dholuo,Swahili,Be in maber osiepa?,"Je, uko salama rafiki yangu?"
Dholuo,Swahili,Mok taya maoko,Wakisha taa za nje.
Dholuo,Swahili,Jomathoth bende oyudo thuolo mar ndiko buge. ,Watu wengine wamepata wakati wa kuandika vitabu. 
Dholuo,Swahili,in ekende e ma adwaro losogo,Ni wewe tu nataka kuongea naye.
Dholuo,Swahili,"Kane wuonu odhi konyo nyathi Chemos,  ne en ango' mare?","Babako alipoenda kumtetea mtoto wa Chemos,  alikuwa nani wake?"
Dholuo,Swahili,An aonge chakre kiny nyaka Jumapil,Mimi siko kutoka kesho hadi juma pili
Dholuo,Swahili,En onyiedho modhoth.,Yeye alienda kukamua ng'ombe yenye ndama amenyonya
Dholuo,Swahili,Dhaki inyuomo nyaka tii,Mwanamke anaolewa mpaka azeeke.
Dholuo,Swahili,Osiptende mang'eny osechako tiyo kuonde mopogore opogore.,Maeneo mengi ya maduka ya dawa yamefunguliwa katika maeneo mbalimbali.
Dholuo,Swahili,"Riwruok mar Grain Growers Association (CGA) wacho ni, sirkal onego oriw lwedo jopur mondo omi giyik chamgi e kar kano cham mondo kik nok mar chiemo obedie.",Muungano wa Wakuzaji Nafaka (CGA) unasema kwamba serikali inapaswa kuwafadhili wakulima kukausha mahindi  yao kwenye mabohari ili kuzuia uhaba wa chakula.  
Dholuo,Swahili,"Wafula nomedo wacho ni, jodak ne luor ni ne gidhi lal to mano e gima wasetimo.","Wakazi walikuwa na wasiwasi kwamba watakosa njia yao lakini hilo tumeshughulikia, alisisitiza Bw Wafula."
Dholuo,Swahili,Otimo tij uso yien,Anafanya kazi ya kuuza kuni
Dholuo,Swahili,Kido ema itiyo godo kuom nyiso yoo ne joma ng'ima.,Desturi ni kanuni zinazofuatwa ili kuwapa waja mwongozo aushini.
Dholuo,Swahili,"Omiyo, mudho makamano nyalo kelo masira maduong'.",Basi giza hilo linaweza kusababisha ajali kubwa.
Dholuo,Swahili,Wang yore ariyo notamo ondiek luwo ,Njia mbili zilimshinda fisi
Dholuo,Swahili,"Migosi Sifa olero ni mana kaka jatend piny owacho, en bende jopiny ne oyiere gi ombulu nikech nyinggi ne nie debe kanyakla.",Mheshimiwa Ruto alirejelea tamko lake la hapo awali kwa kusema kwamba yeye pia alichaguliwa na jina lake lilikuwa kwenye debe vile vile  kama Rais Uhuru Kenyatta. 
Dholuo,Swahili,"Bang ' golo oko sirkal mar Nairobi e yo ma ok kare, Uhuru koro donjo e ratiro mag county e temo tieko Sonko.","Baada ya kutoa usimamizi wa Kaunti ya Nairobi kinyume na sheria, sasa Uhuru anaingilia uhuru wa madiwani kwa kujaribu kuzima kutimuliwa kwa Sonko."
Dholuo,Swahili,"Mano timore nikech,jo afrika yudo thuolo mar dhi mabor kuom dwaro weche mag tiegruok,kendo nyaka gitim gik ma jogo timo.","Hii ni kwa sababu, Waafrika wanaposafiri mbali na makwao kwa masomo zaidi, hawana budi kufuata ya ugenini kwani msafiri ni kafiri."
Dholuo,Swahili,Maaiche go miyo nyithindo lalo ngima gi kata giketho kinde sama giyudo thieth.,Ajali nyingi huwafanya wanafunzi kupoteza maisha yao ama kupoteza muda wao wakiuguzwa majeraha makubwa.
Dholuo,Swahili,"Picha nomako wang'e, moling' thi. ","Picha ilimtumbilia macho tu,  ikatulia tuli. "
Dholuo,Swahili,Wasetieko ridho oduma,Tumemaliza kuvuna mahindi
Dholuo,Swahili,"Masinde mag loso gik moko nyalo riwo gero ute kuonde ma pi yudoree mondo omi Kenya obed gi pi odiechieng ' mangima.""",Viwanda hivyo vinaweza kujumuisha vile vya kujenga mifumo ya maji ili kuwaezesha wananchi nchini Kenya wapate maji kutwa kucha bila upungufu wowote.
Dholuo,Swahili,Iroma waya,Wanichosha shangazi
Dholuo,Swahili,ok in moripo itelnigi,Wewe si mwenye kuwatawalia.
Dholuo,Swahili,Nitie yath ma isemiye?,Kuna dawa umewahi mpatia?
Dholuo,Swahili,Supria oti,Sufuria imezeeka.
Dholuo,Swahili,Migosi Gedi onyis mondo oyue kuom ndalo apar gi ang'wen.,Mheshimiwa Mike Sonko ameambiwa apumzike kwa kipindi cha siku kumi na nne
Dholuo,Swahili,Ng'ama thuol osekayo koneno osiki nyaka chikre. ,Aliyeumwa na nyoka akiona ungongo huruka. 
Dholuo,Swahili,Yore machon mag keyo miyo kodhi nyago olemo matin.,Mbinu za kale zinafanya mazao kuwa kidogo.
Dholuo,Swahili,"E kama wacho ni To, ndik nying' ng'at kata joma diher ni wach ochop nigi","Katika sehemu ya Kwa, orodhesha majina ya mtu au watu unaotaka kuushughulikia au kushughulishwa na ujumbe wako."
Dholuo,Swahili,Dhiyo eboma nogo marufuk e dwe mar abich nikech weche mag korona notimo nduoko. ,"Mtaa wa Mji wa Kale iliwekewa zuio la kutotoka nyumbani mwezi wa tano katika mwezi mtukufu wa Ramadhan,  kwa kuwa mtaa huo ulikuwa na idadi kubwa ya walioathirika. "
Dholuo,Swahili,Migao marango weche gedo pachoka yande otimo peksen makende ne odno mar doho ma kericho ekor dwe mar 2tiyo eodno odar kaka yoo dhi konyo thiro masira manyalo betie kuom mano apisas mag doho biro bedo katiyo kod apisi mar jochok ushuru ecounty ma kericho ka irango kaka deyud kama gibiro tiye.,Wizara ya ujenzi humu nchini ilifanya utafiti kuhusiana na jengo hilo miezi miwili iliyopita na kuwashauri wafanyikazi kuhamia hadi eneo la ukusanyaji ushuru katika kaunti hiyo. 
Dholuo,Swahili,"Mondo ogeng' landruok mar tuo mar corona, sirikal oloso abuog rombe.","Ili kuzuia ukongo wa corona kuenea,  serikali limetengeneza barakoa."
Dholuo,Swahili,Yuto mar alwora kelo kute mag ng'ol.,Uchafuzi wa mazingira huleta mbu.
Dholuo,Swahili,Onge gima nyiso ni ne ogoye.,Hakukuwa na uthibitisho kwamba alikuwa amepigwa.
Dholuo,Swahili,Ich lit machalo kama ok en moro mar kwedo ng'ato. ,Wivu wa namna hii sio ule wa kuchukia kuwa kwa nini fulani ameneemeshwa bali ni ule unaomfanya mja ajitahidi zaidi kufanya mema kama anavyofanya au kumzidi mwingine. 
Dholuo,Swahili,Ka pesa mane yudore nitiyo godo e keto godo ikruok mowinjore. ,"Lau,  pesa zingepatikana,  zingesaidia kwa kuboresha miundo msingi. "
Dholuo,Swahili,Ka akosoni to kona,Kama nimekukosea tafadhali niambie 
Dholuo,Swahili,Matokni madhi buore ringo nyaka gotieno.,Magari yakuenda mjini hukimbia hadi usiku.
Dholuo,Swahili,Moko bende ohula sombo kendo lilo pige.,Zingine husombwa na  maji na kuchafua maji.
Dholuo,Swahili,"E wi mano, inyalo jiw jopur mondo opidh cham manyalo nyagore gi oro.",Kwa kuongezea wakulima waweze kuhimizwa kupanda vyakula vinavyoweza kustahimili kiangazi na ukame.
Dholuo,Swahili,Migosi orengo osingo nyenyo elela ji makamago ponono ok giwere gisiasa ma 2022.,Mheshimiwa Orengo amesema kuwa atawataja hadharani viongozi hao iwapo hawatawachana na mambo ya uchaguzi mkuu wa mwaka elfu mbili ishirini na mbili. 
Dholuo,Swahili,"Kinde mang'eny, yugi bedoe nikech onge pi e ot.",Hali ya uchafu mara nyingi husababishwa na ukosefu wa maji.
Dholuo,Swahili,olero ni thoth jogo ma iyudo gi corona yudo tuono ekind oganda egwengegi ka onyiso jopiny one ni luwo chike mag kedo gi corona.,Amesema kuwa wanaopatikana na ugonjwa wa korona sasa hivi wanaambukizwa kutoka kwa wenzao hivyo raia wazingatie sheria za korona
Dholuo,Swahili,Tuo mane machandi.,Ugonjwa gani unakusumbua
Dholuo,Swahili,"Iketo gi e yoo mowinjore, kendo kaka gitimore, kendo bedo yoo makende mar puonjo oswayo. ",Slaidi za filamu hupangwa kwa utaratibu kuelekezwa ukutani  na kuwa njia mwafaka ya kufundisha lugha. 
Dholuo,Swahili,Duolno pok oyudo omenda maromo,Tume hiyo bado haijapata fedha za kutosha
Dholuo,Swahili,Ma ngita gidel,wa toka nitoke.
Dholuo,Swahili,Nyaka koro walok pachwa eka koro ngimawa nyalo dhi mbele.,Mitazamo hasi yawe chanya ili tufaulu katika maisha yetu.
Dholuo,Swahili,Okang' makamano nokelo chandruok ne Kaunti mar Wajir mane osebedo kod midhiero mamoko. ,Hatua hiyo ilikuwa pigo kwa sekta ya elimu Wajir ambayo ilikuwa tayari inakumbwa na changamoto tele. 
Dholuo,Swahili,Jopiny onyis obi oti gi thuolono echualo pachgi.,Wananchi wameambiwa watumie nafasi hiyo kuleta maoni yao.
Dholuo,Swahili,"To moloyo, kethruok mar alwora nyalo kelo tho ne dhano nikech chamo kata madho chiemo ma ok ler.",Uchafuzi wa mazingira huweza kusababisha vifo hasa kwa wanadamu wakila ama wakinywa vyakula ambavyo sio safi.
Dholuo,Swahili,Kendo wang'eyo ni nitie gik mang'eny ma ketho alworawa e pinywa mar Kenya.,Na tunaelewa kwamba kuna madhara mengi ambayo huharibu mazingira yetu katika nchi yetu ya Kenya.
Dholuo,Swahili,En mane ogen kuome ahinya e piny. ,Alikuwa ndiye mdhamini mkubwa kutoka nchini. 
Dholuo,Swahili,"Akwanyo pesa moro , nyalo bedo mari?","Nimeokota pesa, ni yako?"
Dholuo,Swahili,Ok owuo ga maber,Haongeangi vizuri
Dholuo,Swahili,Jogi dwaro nega nang'o.,Hawa watu wanataka kuniua kwa nini?
Dholuo,Swahili,"Kochopo tarik piero ariyo gabich dwe mar abiriyo higa ni, migoa mochung' ne weche ng'ima dhano nogolo wach ni ji maromo milion angwen, mia achiel piero abiriyo gachiel, mia abich piero ochiko gi auchiel.","Kufikia tarehe ishirini na tano mwezi Julai mwaka huu,  ripoti ilitolewa na Shirika la Afya duniani kuwa watu milioni nne,  laki moja elfu sabini na moja,  mia tano na tisini na sita walifuata njia ya marahaba kwa sababu ya Corona kote ulimwenguni."
Dholuo,Swahili,"Ka ok ichulo gowi ma ne ichulo chon, mano nyalo kelo pek moko.",Inaweza kuwa shida ikiwa hautarudisha pesa ulizokopa.
Dholuo,Swahili,Gimo chuno en golo wach madwarore mano en ranyisi ni iwinjo kendo in koda lony kodah dhok ma iwacho. ,Jambo muhimu ni kutoa habari inayohitajika kwani huonyesha umeelewa  na unajiamini na ukomavu wako wa kutumia lugha. 
Dholuo,Swahili,Majiwa1 olero bende ni chal onogo ne omiyo gichwe giloro koda ka moko kuom pipesgo mane chwe kaka yoo mar neno ni ok giyudo lal mathoth,Majiwa  ameeleza  pia kuwa  hali  hiyo  iliwafanya  wafunge  baadhi  ya  paipu   hizo  zilizokuwa  zinavuja  kama  njia  ya  kuhakikisha  hawajapata hasara nyingi.
Dholuo,Swahili,"Ka ji duto luwo kendo tiyo gi puonjgi, to ji biro dak e ngima mar kwe mogundho.","Watu wote wakifuata na kutekeleza mambo hayo, wananchi wataishi maisha ya Salama Salim ini."
Dholuo,Swahili,commander mar obila e county ma makueni joseph ole napiyan oyango masirano kaowacho ni masira makamano neonywando ja apiko maneotingo jii adek kod nyamburko matin. ,Kamanda wa polisi Makueni Joseph Ole Napiyana ameripoti kuwa ajali hiyo ilihusisha pikipiki iliyobeba watu watatu na gari ndogo
Dholuo,Swahili,"Mani kelo tuoche mag ich, kendo ok otim ne ng'ato ang'ata bed ni en ng'at maduong' kata nyathi.",Hii huleta ugonjwa wa tumbo na haubagui mtu mzima au mtoto.
